UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,DateIssued,Formats,Links
096e2a4a-02bf-467a-8647-62aaa55b9728,2017-11-20T20:37:44.492803,Department of Planning and Development,City of Philadelphia,Census Blocks,census-blocks,"The basic unit of aggregation published by the US Census Bureau.  Population statistics published for redistricting are distributed at the block level.  In an urban area, this corresponds to approximately one city block.  This block map has been altered to improve accuracy and align with the City of Philadelphia's street centerline.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Economy, Education, Health / Human Services, Planning / Zoning, Public Safety, Real Estate / Land Records",2014-12-08T21:55:04.256289,"CSV, api, shp, geojson, HTML, JSON","http://data.phl.opendata.arcgis.com/datasets/2b4c22ee057348e0af62f9363781eba2_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Census_Blocks_2000/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/2b4c22ee057348e0af62f9363781eba2_0.zip, http://data.phl.opendata.arcgis.com/datasets/2b4c22ee057348e0af62f9363781eba2_0.geojson, http://metadata.phila.gov/#home/datasetdetails/5570a49772bb21d44d123607/representationdetails/5570a5b91a590a30400c9db9/, http://data.phl.opendata.arcgis.com/datasets/e9e2e152bc1644e2af84927a8f4c3c06_0.csv, http://data.phl.opendata.arcgis.com/datasets/e9e2e152bc1644e2af84927a8f4c3c06_0.zip, http://data.phl.opendata.arcgis.com/datasets/e9e2e152bc1644e2af84927a8f4c3c06_0.geojson, http://metadata.phila.gov/#home/datasetdetails/5570a49772bb21d44d123607/representationdetails/557ae987e18719ff026b4caf/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Census_Blocks_2010/FeatureServer/0/query?outFields=*&where=1%3D1"
6d9396e5-2e82-4790-afc1-b037e79d098f,2017-11-20T20:36:38.341882,Department of Planning and Development,City of Philadelphia,FEMA Flood Plains,fema-flood-plains,"Federal Emergency Management Administration (FEMA) floodplains.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",,2015-11-06T21:22:15.997348,"CSV, shp, HTML","http://gis.phila.gov/gisdata/ODP/PLN_FEMA_100_2007.csv, http://gis.phila.gov/gisdata/ODP/PLN_FEMA_100_2007.zip, http://gis.phila.gov/gisdata/ODP/PLN_FEMA_500_2007.csv, http://gis.phila.gov/gisdata/ODP/PLN_FEMA_500_2007.zip, http://metadata.phila.gov/#home/datasetdetails/55773916220d94f32b210704/representationdetails/557739c0889ff8f178b91969/, http://metadata.phila.gov/#home/datasetdetails/55773916220d94f32b210704/representationdetails/55773096aa479af0697b1286/"
761c80e6-901c-48b7-bfd2-60c76c31ad9c,2017-11-20T20:35:07.543928,Department of Planning and Development,City of Philadelphia,City Council Districts,city-council-districts,"City Council Districts (1990),
City Council Districts (2000), and
City Council Districts (2016)

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2015-08-19T22:33:38.503471,"CSV, shp, geojson, api, KML, HTML","http://data.phl.opendata.arcgis.com/datasets/9298c2f3fa3241fbb176ff1e84d33360_0.csv, http://data.phl.opendata.arcgis.com/datasets/9298c2f3fa3241fbb176ff1e84d33360_0.zip, http://data.phl.opendata.arcgis.com/datasets/9298c2f3fa3241fbb176ff1e84d33360_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Council_Districts_2016/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/9298c2f3fa3241fbb176ff1e84d33360_0.kml, http://metadata.phila.gov/#home/datasetdetails/557f30c4dcec614c29ce8b67/representationdetails/557f30e1c579ea311699bb43/, http://data.phl.opendata.arcgis.com/datasets/6221d40328a747ac95daa36e79a89bdd_0.csv, http://data.phl.opendata.arcgis.com/datasets/6221d40328a747ac95daa36e79a89bdd_0.zip, http://data.phl.opendata.arcgis.com/datasets/6221d40328a747ac95daa36e79a89bdd_0.geojson, http://data.phl.opendata.arcgis.com/datasets/6221d40328a747ac95daa36e79a89bdd_0.kml, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Council_Districts_2000/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/557f30c4dcec614c29ce8b67/representationdetails/557f30e0c579ea311699bb42/, http://data.phl.opendata.arcgis.com/datasets/e1509fe9cd3c433a824305bcc7c84797_0.csv, http://data.phl.opendata.arcgis.com/datasets/e1509fe9cd3c433a824305bcc7c84797_0.zip, http://data.phl.opendata.arcgis.com/datasets/e1509fe9cd3c433a824305bcc7c84797_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Council_Districts_1990/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/557f30c4dcec614c29ce8b67/representationdetails/55438ad09b989a05172d0d83/"
ca34f375-bc91-4aab-90b3-80a805bd0a83,2017-11-20T20:34:52.550117,Department of Planning and Development,City of Philadelphia,Philadelphia Registered Historic Properties,philadelphia-registered-historic-sites,"Historic sites listed on the Philadelphia Register. Data was updated by the Philadelphia City Planning Commission in August 2017.  The public can confirm a property’s historic status by contacting the Historical Commission at 215-686-7660.

You can also download a dataset of the [Historic districts](https://www.opendataphilly.org/dataset/philadelphia-registered-historic-districts).

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Arts / Culture / History, Parks / Recreation, Planning / Zoning, Real Estate / Land Records",2014-12-08T21:51:59.418960,"CSV, geojson, shp, api, HTML","https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+historic_sites_philreg&filename=historic_sites_philreg&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+historic_sites_philreg&filename=historic_sites_philreg&format=geojson&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+historic_sites_philreg&filename=historic_sites_philreg&format=shp&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#historic_sites_philreg, http://metadata.phila.gov/#home/datasetdetails/56ccbb09aee332736b6edc20/representationdetails/56ccbb0aaee332736b6edc22/"
d232cdc6-c77e-4c49-89c7-a8aca79096f2,2017-11-20T20:34:38.727884,Department of Planning and Development,City of Philadelphia,Zoning Base Districts,zoning-base-districts,"Polygon boundaries of Zoning Base Districts based on existing City zoning districts with revised codes applied per enactment of the new Zoning Code of December 2011, made effective August 22, 2012. District boundaries unchanged from previous zoning with the exception of certain CMX2 / CMX2.5 splits.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Planning / Zoning, Real Estate / Land Records",2014-12-08T22:25:43.766959,"HTML, shp, CSV, KML, geojson, api, geoservice","http://metadata.phila.gov/#home/datasetdetails/5543864920583086178c4e88/representationdetails/55438a899b989a05172d0d08/, http://data.phl.opendata.arcgis.com/datasets/0bdb0b5f13774c03abf8dc2f1aa01693_0.zip, http://data.phl.opendata.arcgis.com/datasets/0bdb0b5f13774c03abf8dc2f1aa01693_0.csv, http://data.phl.opendata.arcgis.com/datasets/0bdb0b5f13774c03abf8dc2f1aa01693_0.kml, http://data.phl.opendata.arcgis.com/datasets/0bdb0b5f13774c03abf8dc2f1aa01693_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Zoning_BaseDistricts/FeatureServer/0/query?outFields=*&where=1%3D1, https://opendata.arcgis.com/datasets/5dc94333a8e14b929c91623e73a28c14_0.csv, https://opendata.arcgis.com/datasets/5dc94333a8e14b929c91623e73a28c14_0.zip, https://opendata.arcgis.com/datasets/5dc94333a8e14b929c91623e73a28c14_0.kml, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Zoning_PreAug2012/FeatureServer/0/query?outFields=*&where=1%3D1, https://opendata.arcgis.com/datasets/5dc94333a8e14b929c91623e73a28c14_0.geojson"
43c9d838-56fe-49de-a9e0-11a88ee4e065,2017-11-20T20:34:16.241119,Department of Planning and Development,City of Philadelphia,Redevelopment Certified Areas,redevelopment-certified-areas,"Development certified areas, i.e. areas deemed blighted and eligible for urban renewal by the Philadelphia City Planning Commission under the amended Pennsylvania Urban Redevelopment Law. Blighted areas are defined as meeting one of seven city mandated criteria, including unsafe, unsanitary and inadequate conditions; economically or socially undesirable land use; and faulty street and lot layout.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Economy, Planning / Zoning, Real Estate / Land Records",2014-12-08T22:20:25.463531,"CSV, geojson, KML, geoservice, HTML","https://opendata.arcgis.com/datasets/80f2c71305f5493c8e0aab9137354844_0.csv, https://opendata.arcgis.com/datasets/80f2c71305f5493c8e0aab9137354844_0.geojson, https://opendata.arcgis.com/datasets/80f2c71305f5493c8e0aab9137354844_0.kml, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Redevelopment_Certified_Areas/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/5543864720583086178c4e81/"
fe61afc2-a1fd-4187-b77e-0e6cc0b0e54a,2017-11-20T20:33:51.549672,Department of Planning and Development,City of Philadelphia,US Congressional Districts,us-congressional-districts,"To show the boundary of United States Congressional Districts for the City of Philadelphia. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2015-06-15T19:34:33.149049,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/2dab828b59c04971b460fc9cd7f59f5c_0.csv, http://data.phl.opendata.arcgis.com/datasets/2dab828b59c04971b460fc9cd7f59f5c_0.kml, http://data.phl.opendata.arcgis.com/datasets/2dab828b59c04971b460fc9cd7f59f5c_0.zip, http://data.phl.opendata.arcgis.com/datasets/2dab828b59c04971b460fc9cd7f59f5c_0.geojson, http://metadata.phila.gov/#home/datasetdetails/5543868320583086178c4f79/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/US_Congressional_2012/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/40d66d7f344a459999c4d5e675de2818_0.csv, http://data.phl.opendata.arcgis.com/datasets/40d66d7f344a459999c4d5e675de2818_0.kml, http://data.phl.opendata.arcgis.com/datasets/40d66d7f344a459999c4d5e675de2818_0.geojson, http://data.phl.opendata.arcgis.com/datasets/40d66d7f344a459999c4d5e675de2818_0.zip, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/US_Congressional_2000/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/5543868320583086178c4f79/representationdetails/55a3cce037eb17445037dcb2/"
4548185a-ad2c-47d4-8b0b-34f498b759d5,2017-11-20T20:33:30.686216,Department of Planning and Development,City of Philadelphia,Political Wards,political-wards,"Boundaries of wards (political units) in the City of Philadelphia. Data was developed by Philadelphia City Planning Commission. Each ward contains no fewer than 10 and no more than 50 divisions. Ward leaders are elected by their party's committeepeople. Learn more about Democratic Ward Leaders and Committeepeople : http://www.seventy.org/Resources_Ward_Leaders_and_Committeepeople.aspx

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2014-12-08T22:53:33.227657,"HTML, CSV, KML, shp, geojson, api","http://metadata.phila.gov/#home/datasetdetails/5543866f20583086178c4f26/, http://data.phl.opendata.arcgis.com/datasets/d67c97376d18456d98e5fa6e00415ad4_0.csv, http://data.phl.opendata.arcgis.com/datasets/d67c97376d18456d98e5fa6e00415ad4_0.kml, http://data.phl.opendata.arcgis.com/datasets/d67c97376d18456d98e5fa6e00415ad4_0.zip, http://data.phl.opendata.arcgis.com/datasets/d67c97376d18456d98e5fa6e00415ad4_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Political_Wards/FeatureServer/0/query?outFields=*&where=1%3D1"
e1b4e647-e37d-4b59-9f00-e5924f1e3432,2017-11-20T20:33:08.145226,Department of Planning and Development,City of Philadelphia,Land Use,land-use,"City of Philadelphia land use as ascribed to individual parcel boundaries or units of land. Land use is the type of activity occurring on the land such as residential, commercial or industrial. Each unit of land is assigned one of nine major classifications of land use (2-digit code), and where possible a more narrowly defined sub-classification (3-digit code). The land use feature class has been field checked and corrected for the following Planning Districts. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Planning / Zoning,2014-12-08T22:48:40.349259,"HTML, shp, geojson","http://metadata.phila.gov/#home/datasetdetails/5543864420583086178c4e74/?view_219_sort=field_15|asc, https://phl.carto.com/api/v2/sql?filename=land_use&q=SELECT+*+FROM+phl.land_use&format=shp, https://phl.carto.com/api/v2/sql?filename=land_use&q=SELECT+*+FROM+phl.land_use&format=geojson"
86a7206d-734a-4f8f-9ba0-e57247a3df2a,2017-11-20T20:32:04.870816,Department of Planning and Development,City of Philadelphia,FEMA Flood Plain,fema-flood-plain,"Federal Emergency Management Administration (FEMA) data clipped to Philadelphia.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)
",Environment,2015-06-09T21:06:44.713244,"CSV, api, KML, shp, geojson, HTML","http://data.phl.opendata.arcgis.com/datasets/1d6d353ab50b4884b586c05ee2a661db_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/FEMA_100_flood_Plain/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/1d6d353ab50b4884b586c05ee2a661db_0.kml, http://data.phl.opendata.arcgis.com/datasets/1d6d353ab50b4884b586c05ee2a661db_0.zip, http://data.phl.opendata.arcgis.com/datasets/1d6d353ab50b4884b586c05ee2a661db_0.geojson, http://metadata.phila.gov/#home/datasetdetails/55773916220d94f32b210704/representationdetails/56ccbad74d934cea1ef05c20/, http://data.phl.opendata.arcgis.com/datasets/1e6f6315225544c88549478d25cc5181_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/FEMA_500_Flood_Plain/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/1e6f6315225544c88549478d25cc5181_0.zip, http://data.phl.opendata.arcgis.com/datasets/1e6f6315225544c88549478d25cc5181_0.geojson, http://metadata.phila.gov/#home/datasetdetails/55773916220d94f32b210704/representationdetails/56ccbb1df041bd4d03549350/, http://data.phl.opendata.arcgis.com/datasets/1e6f6315225544c88549478d25cc5181_0.kml"
f5de8cfc-45db-4416-bab6-834e9c711c1f,2017-11-20T20:30:32.081252,Department of Planning and Development,City of Philadelphia,Philadelphia Pennsylvania State Senatorial Districts,philadelphia-pennsylvania-state-senate-districts,"To show the boundary of State Senate Representative Districts for the City of Philadelphia.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Elections / Politics,2015-06-15T18:35:47.279386,"CSV, KML, shp, geojson, HTML, api","http://data.phl.opendata.arcgis.com/datasets/783f8af0b8c04b5b8c1ae00548f1c7a5_0.csv, http://data.phl.opendata.arcgis.com/datasets/783f8af0b8c04b5b8c1ae00548f1c7a5_0.kml, http://data.phl.opendata.arcgis.com/datasets/783f8af0b8c04b5b8c1ae00548f1c7a5_0.zip, http://data.phl.opendata.arcgis.com/datasets/783f8af0b8c04b5b8c1ae00548f1c7a5_0.geojson, https://www.arcgis.com/home/item.html?id=783f8af0b8c04b5b8c1ae00548f1c7a5, http://data.phl.opendata.arcgis.com/datasets/f803a45648bb4acb84e5863c1bae439f_0.csv, http://data.phl.opendata.arcgis.com/datasets/f803a45648bb4acb84e5863c1bae439f_0.kml, http://data.phl.opendata.arcgis.com/datasets/f803a45648bb4acb84e5863c1bae439f_0.zip, http://data.phl.opendata.arcgis.com/datasets/f803a45648bb4acb84e5863c1bae439f_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/State_Senate_2000/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/5543868320583086178c4f78/representationdetails/56b800f86bff94cf56fbb813/"
